199	0.612999916	0.026	11.5
200	1.958999634	0.053	14.18
201	0		0
202	0		0
203	1.145000458	0.031	11.41
204	1.184000015	0.032	11.92
205	1.036999702	0.027	10.98
206	0.082000732	0.156	16.49
207	0		0
208	0		0
209	1.159999847	0.024	11.74
210	0.918999672	0.044	12.13
211	1.26499939	0.069	13.14
212	-0.026000023	0.059	14.92
213	0		0
214	0		0
215	1.517999649	0.026	13.5
216	1.267000198	0.021	11.54
217	1.125999451	0.032	11
218	1.708000183	0.067	14.8
219	1.180999756	0.035	14.52
220	0.020999908	0.059	14.45
221	0.102000237	0.114	14.55
222	0.003000259	0.114	14.72
223	1.347000122	0.029	12.97
224	0		0
225	0.145999908	0.181	15.35
226	0.350999832	0.183	15.8
227	0.270999908	0.184	16.15
228	0		0
229	0		0
230	0	0.3	0
231	1.68500042	0.038	12.66
232	0.006000519	0.05	15.28
233	-0.030999184	0.074	11.81
234	0.586000443	0.239	15.84
235	1.863999367	0.047	14.95
236	0.927000046	0.02	10.16
237	2.11000061	0.07	16.92
238	0.960000038	0.023	10.72
239	1.373000145	0.023	11.95
240	1.277000427	0.021	11.55
241	2.362000465	0.098	14.69
242	0.824999809	0.027	11.55
243	2.208000183	0.048	14.56
244	1.888998985	0.049	14.81
245	1.063999176	0.021	10.88
246	1.144000053	0.023	11.45
247	-0.409999847	0.2	17.78
248	0.926999092	0.018	10.58
249	1.248000145	0.021	11.55
250	1.444999695	0.021	13.47
251	0.862000465	0.189	14.14
252	1.054999352	0.021	10.05
253	0.687000275	0.191	15.41
254	1.099000931	0.018	11.5
255	1.005999565	0.021	10.51
256	0.968000412	0.02	9.84
257	1.938000679	0.07	13.02
258	0.902999878	0.024	9.81
259	1.005000114	0.018	10.56
260	1.062999725	0.02	11.65
261	-0.427000046	0.022	15.33
262	1.045000076	0.022	9.93
263	0.984999657	0.023	10.17
264	0.840000153	0.15	0
265	1.142999649	0.022	11.06
266	0		0
267	0		0
268	0.887999535	0.018	9.98
269	0	0.1	0
270	0.675000191	0.033	10.28
271	1.140000343	0.08	13.76
272	1.517000198	0.153	14.71
273	0.75799942	0.162	14.76
274	1.969000816	0.117	14.88
275	1.957000732	0.117	15.16
276	0.956000328	0.016	10.2
277	1.05700016	0.03	11.78
278	0	0.1	0
279	0.907999992	0.025	9.46
280	1.135000229	0.023	10.63
281	1.151999474	0.029	12.16
282	1.940999985	0.058	13.98
283	1.99200058	0.06	14.85
284	1.045000076	0.033	10.88
285	1.26499939	0.037	11.84
286	1.073000908	0.249	0
287	0		0
288	0.845000267	0.019	10.15
289	0.937999725	0.021	0
290	-0.253000259	0.021	0
291	1.058000565	0.028	10.85
292	1.050999641	0.028	10.91
293	0.848999977	0.038	10.96
294	1	0.038	10.56
295	2.050999641	0.023	13.75
296	0.924999237	0.021	10.51
297	1.125	0.025	5.74
298	1.135000229	0.025	5.8
299	1.027999878	0.02	10.58
300	1.164999962	0.019	11.89
301	0		0
302	1.62100029	0.03	13.74
303	0.782000542	0.085	14.53
304	1.212999344	0.075	11.7
305	1.058000565	0.023	10.93
306	0	0.02	0
307	0	0.04	0
308	0	0.22	0
309	0	0.12	0
310	0.949999809	0.021	10.54
311	0		0
312	0		0
313	0.994999886	0.026	10.85
314	0.822999954	0.03	10.81
315	1.166999817	0.023	11.28
316	0.05300045	0.183	15.01
317	0.871999741	0.023	9.8
